2222 45693
1986 2200 5155
1949 22 49
747 504 8283
1963 560 3691
1104 696 5916
781 1014 4475
2175 922 8932
2127 1708 2549
1081 2049 5053
1051 1387 8278
1729 2010 4032
560 1665 8426
359 1297 9936
409 2033 8283
1824 16 8273
686 1684 305
324 1143 1227
1352 623 4927
915 1621 9952
1976 104 853
986 1354 7181
1810 743 6667
370 917 5148
407 1475 5769
469 1771 7311
791 192 4191
767 23 9126
1082 2110 7650
1514 1475 5425
1129 2173 526
1843 1899 4084
1499 1335 683
189 1031 9958
1383 926 8476
1214 247 5800
13 1979 4522
602 2181 5238
1164 479 5259
1954 1632 1252
1735 120 4568
492 1280 3368
249 114 6654
467 2189 1589
605 494 3670
1041 595 9410
1139 934 7612
1122 127 4657
1314 1984 3427
598 2020 1285
184 1638 7101
184 1065 8327
82 1243 5907
1115 639 2977
1957 559 394
1490 1031 298
1734 995 243
1049 1001 1273
607 808 3271
1019 1404 9921
819 1704 5247
37 595 1643
1921 1784 7507
331 911 1814
706 2133 109
2093 507 1400
1233 1794 2615
787 1340 3504
702 1994 4027
948 2035 7939
1634 2028 597
1068 2167 3031
834 1154 2043
419 479 1440
325 67 1520
50 44 5949
1603 2134 392
50 1892 1268
782 1755 353
69 519 6908
695 525 1593
1565 1294 1884
37 1995 6385
2154 694 663
766 1572 1179
1083 1855 5940
1057 2197 9721
2202 1917 5529
605 95 5395
1221 315 2494
1887 1015 3710
1292 1608 5900
610 1860 2521
1612 1844 836
1006 440 2515
2118 235 5711
872 1797 6889
342 1468 3987
1217 1007 8110
935 1580 8240
1574 1832 1612
1943 446 3005
772 2086 4564
1920 1923 617
2199 1144 7804
870 637 9330
959 922 6712
1876 2101 8530
927 832 572
1735 918 3731
538 25 3126
1226 2155 8459
2002 209 526
771 1617 1788
913 1789 5670
149 1496 9437
908 2210 2759
1703 2035 100
2076 473 6739
1881 80 9140
1600 121 1606
1403 1296 3371
398 718 9090
1342 1500 8515
1079 2123 3547
1701 863 6632
335 357 8216
1567 2053 2732
2180 1577 811
1629 2212 1509
2151 149 8828
178 1601 2226
529 875 8616
71 853 7185
93 164 2740
1940 1013 9269
1510 2057 5157
2197 78 7913
1480 1994 579
672 461 2898
1771 711 4399
1171 738 4587
957 1241 1303
413 1384 189
176 479 3680
1497 1293 6896
639 934 2744
1567 561 2659
1208 920 1030
1066 1219 172
1125 753 8676
336 1087 3240
1964 1474 9657
541 830 1164
1414 135 2815
206 388 2258
721 1769 8961
1681 813 4723
730 309 4527
1877 1600 2057
1000 690 9167
1060 903 6330
962 661 4446
246 671 9364
631 1272 3723
927 2027 3595
80 186 1536
107 740 4632
1208 777 8947
507 431 754
628 92 6460
1529 562 3768
483 1213 1372
1233 460 6360
1434 922 4688
521 1901 940
1816 129 5001
1108 918 4260
1996 1287 4068
1424 1053 7319
930 1213 6881
227 93 9831
2196 1304 3655
1762 820 5377
305 1244 2805
1312 1122 3339
633 2119 8848
1250 1922 3957
1891 1744 2696
829 1999 6193
227 1383 6549
518 1981 9873
1188 1228 6432
1179 657 4429
1913 2132 6655
2213 1117 6016
1500 1800 705
1314 551 6903
872 1692 2166
462 1186 7310
1208 1450 3138
1610 313 1112
752 1081 8289
1111 704 9375
985 244 8351
2179 919 7062
482 2017 2189
905 1470 1108
519 379 2838
1315 1392 2005
379 1095 3430
1638 1535 164
98 987 7478
360 1200 1875
2111 1855 1002
833 1767 1419
932 556 2601
1619 578 7143
1426 1711 1122
522 1807 9241
1517 706 6891
1491 391 5646
2165 1463 7876
2187 1297 8065
729 995 7819
735 1058 2986
3 726 6764
2117 1779 2564
392 252 4231
1684 833 3953
1582 974 6353
1954 1465 5762
375 241 397
1761 1742 4023
873 939 9227
914 545 4694
2023 1998 149
1441 88 9168
1465 624 6489
2003 1959 3811
127 137 8562
1052 1642 5342
266 2037 9321
41 452 1862
58 29 7408
1844 1019 3978
267 1937 488
1068 131 6913
662 900 5904
1332 729 5081
116 598 4257
1086 104 6105
197 579 7238
564 420 3813
734 1229 6650
1689 1674 8757
358 1016 3932
468 1276 3838
572 356 2737
659 1701 9308
1746 2169 5304
1278 1553 4613
676 810 1965
488 928 4321
1792 760 3746
932 367 1628
521 1455 9896
2187 649 9078
1673 592 8008
201 674 5940
1297 1141 4195
1055 461 7219
1969 1955 9035
1805 1914 1195
1753 1626 2601
652 2110 1897
1288 712 8555
2063 545 9865
137 1636 3549
414 936 5104
2047 523 3877
1382 389 1935
697 2034 1063
487 1029 2001
147 824 7317
1585 826 3076
399 796 6977
1921 508 9112
1144 1616 2815
564 424 9348
918 1445 1272
909 1072 434
1235 59 6529
119 134 5231
711 1813 4166
540 2090 3991
12 2194 2907
971 1504 4514
1022 552 5172
1831 518 1804
1341 1951 6038
858 1384 6093
1813 619 9492
208 1505 8256
1605 1694 1083
564 1737 2569
1245 1406 3827
83 1089 4393
891 563 4291
846 1986 9852
1255 324 7909
1202 1811 3427
510 858 2069
894 99 1332
1014 264 8659
701 544 1677
2145 991 9845
1265 1744 2998
1615 1878 5799
1848 1989 6455
1838 767 3232
1148 1192 1577
1147 1519 5680
155 1329 579
1727 845 8892
2111 1273 6906
1185 864 5544
2075 204 9183
1556 70 4485
1332 635 9958
81 34 5978
1320 1740 6757
355 1255 5531
422 1051 278
568 96 4233
1562 226 40
63 1810 9823
1294 1603 1523
1604 1109 4515
1186 472 9011
627 1823 2517
1810 119 8559
1711 705 1468
647 1219 5847
1377 1239 700
1915 1784 3845
2046 549 1359
432 2087 1241
552 1773 433
2094 1334 6886
2065 227 5254
491 376 8238
134 1662 5338
1112 633 9144
493 1561 2435
237 586 5804
603 1570 6487
887 1227 148
2024 1633 815
1200 1554 5606
393 937 9675
673 138 2531
685 1664 3303
123 1255 1356
521 556 1825
1509 1984 7676
1104 926 1534
1634 254 6213
1974 2047 2643
691 1127 9190
307 62 7124
1598 2181 5602
1341 1768 8428
997 1084 1870
1001 986 9598
299 1398 6376
42 132 4277
2099 1852 61
1351 1635 5831
1620 1975 5681
183 1681 9333
967 659 8497
1922 760 6716
771 1661 3272
16 1945 2458
594 717 7517
1648 1116 9069
837 579 8920
1689 9 3693
670 341 1383
2195 1040 6039
438 1398 6664
710 2098 7563
2087 13 661
542 38 7206
2174 1221 1804
330 287 3526
2126 722 1820
1473 510 7679
667 1589 9027
1288 731 9730
75 21 3453
307 1352 2627
1582 12 7585
1223 63 9780
2184 884 4965
654 2180 8055
1127 1813 4657
2186 1198 7774
1914 767 8009
423 1517 328
549 729 5441
2046 1420 974
1971 2217 7747
247 1683 3972
780 1696 514
1115 73 380
574 1553 3349
2125 54 4267
1194 2009 7474
1979 195 3947
587 1462 3280
1348 1771 2284
1854 1469 1952
1259 779 2303
21 1410 7449
1263 233 1700
1416 1400 2708
1986 866 6150
1102 944 48
1484 664 7416
2139 1343 7024
1483 432 9322
1087 1276 5429
1510 110 443
422 638 2606
156 1106 7290
814 811 288
775 100 7539
746 1886 6511
108 789 4705
1989 1001 2724
651 1510 638
1717 599 3622
2060 1019 7015
438 1199 4937
1383 1010 7257
2049 1813 4520
496 1088 6812
705 447 9403
2187 194 2937
262 1535 6088
1150 2084 28
1274 705 8684
1924 436 282
346 688 9803
1303 2029 9540
1941 577 138
1608 1532 28
1649 142 2877
1392 366 1771
1734 1695 3141
1611 1016 3093
2107 291 3750
788 1403 8677
859 1263 5625
1925 2127 2313
1929 1964 2980
932 1057 3065
278 1408 4827
1968 1954 7390
1333 954 3838
917 1207 3787
1420 1770 170
426 1894 2948
1392 729 3179
1135 1800 5436
1931 189 8445
1375 1258 905
487 1531 5749
2192 1805 1061
547 1577 7308
790 1881 9026
1817 963 9558
454 1959 1468
2196 1312 6597
406 840 2237
1709 1069 2740
1816 836 1302
951 1672 8308
587 2072 4059
560 1444 4692
818 90 6627
2162 1706 4935
280 695 7186
81 402 1489
2088 938 8831
221 1728 3237
360 1205 7592
581 956 6000
970 974 9581
290 1204 4625
47 322 7412
21 1729 9353
2220 1264 1959
2045 564 6136
658 274 1542
1839 444 4748
966 200 5721
1733 738 5404
972 345 5487
992 1722 3078
749 2043 229
96 991 9011
786 1961 4130
277 1251 3142
820 2082 9703
1342 1369 7192
908 331 33
786 470 2393
297 1952 3648
1195 371 3556
810 984 7724
2036 1378 6006
115 1402 2137
2031 1287 5762
1544 1509 4076
1053 1217 622
858 1509 5894
1168 139 662
1198 1146 2613
1248 774 508
1573 781 9395
205 1280 5904
67 386 6001
755 2114 7165
1592 1864 1395
2220 1931 297
2144 917 8818
696 1457 4469
413 1904 6555
202 1285 8801
1088 67 8167
1063 2081 8326
422 1610 1158
471 341 5116
1798 1659 3031
244 1444 789
614 319 3178
2050 2107 4273
1340 631 594
28 194 5683
566 683 9280
243 1146 598
1726 250 1740
241 1526 8301
1015 669 8345
710 612 6818
1174 1950 4397
1629 1441 345
1891 318 7189
566 1912 5735
706 587 6748
770 117 1446
1615 1301 6341
428 1389 8818
1829 634 6530
715 408 2646
1146 1845 2057
2027 1948 6202
867 1713 8497
167 80 3378
77 271 6909
1187 117 10
480 1034 9308
1916 1396 5699
819 1768 3364
394 1965 1108
1751 612 9482
70 2086 6080
488 700 7488
1641 1224 9596
1686 623 6828
1734 414 3057
1228 1648 192
494 363 6213
92 811 8854
1823 211 7399
826 1812 784
1247 1956 6466
1478 1603 1218
2179 1978 2318
1362 991 167
129 863 2708
2098 1194 5368
288 518 4312
1178 1710 4770
679 180 3236
1005 2109 8145
2010 893 9088
841 1875 2710
1413 1858 8182
1215 23 1857
1203 575 7616
534 1730 459
865 309 3410
1579 1592 4588
1599 48 5255
41 1319 429
1798 957 1270
1936 493 2585
824 1501 7458
234 811 5349
488 1005 6404
1953 23 9244
1042 587 8925
1647 2011 3277
80 1094 2317
1267 1905 2135
239 1882 3119
1123 242 9753
1775 1941 4768
1746 1092 6216
1846 816 6488
1828 1942 1705
538 1500 8378
380 621 9509
712 1305 2192
412 265 4723
455 1322 931
1625 352 1995
2035 84 8246
1128 527 9366
603 1515 665
1106 638 3630
98 1076 3033
2068 1159 690
978 308 3604
1660 1922 7010
1310 1830 8334
192 365 8844
635 803 8735
87 1124 2592
1774 364 647
1862 2041 1733
2075 1804 8471
18 1139 5036
885 1659 4148
930 1599 6227
710 1998 3227
1228 63 7435
563 113 673
1328 666 7616
1925 1378 4535
255 761 5785
832 157 2676
1417 515 5575
1023 1933 3173
1971 1850 5136
10 122 7161
369 1257 3397
837 304 6953
123 738 1180
221 1669 2132
1036 1879 2997
79 698 2528
77 1979 5507
2079 1588 2379
577 1413 268
1345 1073 4734
1458 637 778
137 870 1605
1165 271 6140
569 1261 3226
328 1731 3514
1068 1024 9131
166 1384 7885
873 490 4704
721 1206 4201
1895 608 3442
1653 925 717
120 811 6234
1951 1820 8893
207 674 1834
1322 1461 3921
1052 1354 8722
1125 571 3507
1764 2202 685
1070 761 7596
606 2165 9279
1112 1550 5461
344 442 2496
714 200 8085
1481 2073 1075
400 727 1409
615 38 5048
2094 1987 8462
611 313 1958
1837 1176 5549
821 1698 6881
307 565 1112
553 1455 8858
990 1415 2368
1311 1203 8728
1513 499 1066
1014 1862 6692
1298 754 3412
946 875 8042
2072 1039 5912
1441 1555 9258
1054 620 5824
1994 371 1298
1553 1398 8728
1104 764 8134
69 1766 1321
777 143 4180
25 1204 1241
1946 1013 8942
302 580 3488
823 1018 1585
1837 2086 9910
619 1809 7382
885 572 2863
526 1853 2911
1892 1873 2430
1478 738 5709
451 2125 9972
385 1042 6988
388 828 7982
1303 249 6488
1036 13 4375
48 360 1351
1710 820 5071
2009 569 8070
717 6 7920
2184 461 2147
1027 1501 4801
2036 811 2167
506 1746 3369
672 441 4353
145 1481 2258
591 2082 866
2191 441 5035
94 359 1760
1379 1975 737
1409 1778 476
1580 674 8460
1897 1723 2957
151 1935 4371
1677 612 3959
1519 498 5469
2138 1178 218
1165 448 95
1619 1319 5846
1153 2009 2106
471 1735 1011
1023 1977 7133
2109 546 6595
1152 396 18
112 570 4460
643 423 3249
1125 994 3537
1366 195 7262
1680 1888 9097
442 1597 719
1175 1437 5804
2036 1908 7014
155 1480 1809
2048 13 7871
1412 974 4994
1950 1245 1318
2015 1710 2362
1875 1494 8232
1792 1734 1317
399 268 7447
2129 210 8602
1376 1804 3265
1419 1883 1703
319 2007 2450
1389 2159 2767
1012 1517 5659
1492 1551 1066
2193 2037 9991
322 320 8068
2096 1808 8596
292 1250 5802
1948 1569 1267
575 19 5417
180 109 4781
732 1449 4560
2093 1811 1256
1349 23 2677
1953 1752 7491
1056 959 1405
702 422 5726
830 902 8595
575 1894 5346
41 340 9177
1042 1704 2766
733 103 3071
2051 908 1870
228 1380 2798
2192 1571 6439
1441 1517 2659
1043 465 6581
521 264 1261
1667 599 609
196 1496 4890
1507 300 1143
1600 2150 6260
241 852 2134
547 1545 6344
1910 1509 9102
1321 2119 8385
336 138 8841
2129 2094 9116
1463 1504 4640
1064 1805 8686
2005 1663 1254
352 121 6044
1098 1392 1834
1816 891 4514
1871 1743 5136
1535 915 8803
1051 2178 6991
1425 1974 9145
2153 864 8657
372 105 8082
2081 1172 1303
1505 1892 4041
621 368 6420
583 527 1400
1193 1156 7579
77 600 6889
935 1417 3815
870 2111 23
417 1872 533
1542 693 2599
1239 488 4691
293 1459 9181
2057 1887 877
20 1200 5998
838 1403 2453
1866 2043 579
1222 305 3399
1960 1667 3705
1000 2070 2862
1078 258 3342
1168 1894 8577
122 1700 7919
677 76 3038
894 897 120
1503 237 9328
60 801 1044
308 21 5400
843 788 1170
2171 1145 8227
508 1609 8641
1118 919 8358
2184 956 6496
308 1228 119
902 2078 2952
940 1716 5556
8 2141 4633
723 1371 4370
497 1844 527
1202 2140 6018
1386 1924 5746
663 657 9012
1746 8 7119
801 1296 331
635 1191 5694
1345 1709 4273
166 559 3009
983 1481 1722
1062 2192 6797
1962 1448 4594
1007 1430 7885
1184 1174 2468
982 2044 4981
676 980 2705
2184 196 5608
730 1704 776
1199 2219 1705
1922 1947 2492
1927 1297 3953
1014 1245 7818
767 602 5901
1934 16 4201
1654 360 975
1677 2127 2599
1778 1821 5995
1004 1477 8400
1190 1080 9506
1913 83 7738
2200 1513 1902
234 1937 4239
716 1333 1435
993 463 1429
895 1568 784
600 350 2431
1728 1686 2657
478 1899 8275
1161 1720 298
1391 759 7629
486 817 9482
1148 529 7426
1365 91 5584
281 1212 8619
292 2031 5611
1205 1948 6197
702 1148 3023
499 1556 413
498 5 9878
1489 732 1695
509 2217 187
1165 1068 1912
2133 850 5814
1574 373 4356
338 1115 9377
153 103 1118
88 713 7841
1384 1808 7808
2156 1105 2574
67 978 9613
817 905 4642
848 1825 4130
282 1389 7411
390 958 653
45 921 4841
569 1929 2059
85 1450 2254
154 1035 8305
1705 1802 4697
167 1279 2665
1969 1829 9405
1834 1639 1181
1206 104 1556
527 1903 5176
1137 150 3162
1753 1194 4367
129 1474 7198
1265 1309 3871
2115 405 1045
1210 866 9217
1029 1617 1812
1440 1441 9168
614 2097 395
1651 1729 787
2012 2219 4992
611 941 9104
2111 1193 7418
2185 813 605
2035 2016 2515
1284 1100 174
1528 1134 6501
50 2154 6698
232 1769 4854
1174 584 7609
1949 601 5475
312 1869 2969
1334 868 3334
263 128 7298
15 377 2646
1938 305 150
1965 1745 899
154 1451 7879
2172 923 2099
836 2018 6015
2089 1756 8444
168 598 9961
1270 771 1365
2214 480 7481
1506 887 4098
4 1280 8861
2167 927 7414
760 110 3048
649 750 9246
85 256 7958
1401 1364 9924
1446 1651 4662
12 1674 1497
717 2028 1596
1251 983 1939
207 737 6740
675 1575 1536
188 1783 8813
860 1148 9917
649 207 2468
1378 645 3992
2038 2188 8137
634 811 2170
786 53 2959
961 1904 8317
2177 1754 6211
1949 351 8870
1023 1192 795
1997 1112 8234
597 2219 9963
1984 505 6935
764 135 6621
1541 1739 6493
1041 493 5024
2067 1120 1055
2049 426 1157
839 1881 8978
2056 37 4698
1141 299 7516
2194 2103 6560
1276 1028 5713
319 403 1838
1796 954 785
657 451 3615
1514 1439 6558
316 676 3522
2125 959 7161
984 1425 4157
1586 36 9476
1182 65 4968
1513 14 5184
1477 26 3526
706 651 2646
222 1472 7231
1706 813 9190
1521 1892 7851
362 443 43
1125 1282 5772
391 640 5641
521 2005 8027
358 448 6828
1844 2001 671
112 455 2789
518 872 7284
676 1831 9332
2036 1130 5738
2132 610 2659
1856 2079 9424
948 904 2331
1260 712 9172
386 1700 5540
353 239 5971
867 1801 3528
2187 1098 8787
3 1509 32
1474 761 7865
128 1603 2315
455 271 7424
253 792 5047
1755 1091 1781
836 1011 2524
1078 244 6924
159 1612 6764
1036 1306 9276
1875 1062 1930
1248 2026 503
1557 720 7953
1327 1335 6297
1202 767 3706
1074 1740 4937
631 1136 5179
162 747 4658
446 1941 51
1462 605 9745
444 1905 9099
889 2105 7760
168 606 5788
220 1960 1234
1043 1588 8381
496 285 5540
1175 2114 954
1125 1449 7222
1695 6 6409
252 944 1118
1304 1229 9200
1238 969 2082
993 984 8476
353 1598 416
2160 1636 7932
829 26 5265
622 443 299
1803 1150 7768
2134 1622 3523
718 268 1892
442 2023 4651
399 664 4322
393 1295 6609
1797 602 238
1426 1926 4040
1235 265 5444
767 2210 8841
1437 1972 997
1809 1118 3016
270 1447 8220
1528 1506 2956
1864 170 9804
66 1143 7315
407 357 3725
752 986 8353
2140 2192 8197
1448 1902 7082
202 1243 3008
1290 966 1065
1079 1300 4972
921 1002 8200
738 8 7565
2031 1208 4052
2092 1400 8279
2049 125 1906
236 94 1120
637 1362 6653
598 931 4256
1349 1960 3758
1535 765 9937
1840 1393 8405
1680 673 908
1625 79 2411
1138 1051 4325
1236 459 3704
711 2049 1582
731 804 4710
1387 694 1881
1281 788 4642
1562 424 8141
420 1849 1996
1793 794 486
1070 2031 8980
1684 106 6764
209 2098 8105
1317 1508 8278
1289 680 1312
859 1870 2415
1678 128 7988
732 933 749
999 1552 8709
952 1950 3506
306 1747 125
972 685 859
2024 824 3393
115 1566 957
497 604 3100
269 93 9782
716 1022 345
490 1364 5403
1363 1553 2543
76 1386 6605
352 853 2319
1636 955 7874
1725 1716 4887
21 955 3360
1481 1959 5705
18 1395 2292
736 47 7560
2072 1063 9092
1551 439 4945
192 1965 1932
1222 1409 1444
863 150 5803
1291 871 6741
1554 1319 2876
445 1469 4363
691 972 2808
2066 1709 2932
1843 1113 2491
1387 281 6137
297 547 9017
192 2069 5866
774 1511 5540
1793 893 9235
1113 1190 1797
1454 235 7249
1730 1964 6768
1998 528 3767
774 2151 3389
1384 511 2158
1416 307 8349
397 1957 4936
1011 598 1961
1377 634 797
1175 584 783
516 1339 4972
238 505 1903
1739 368 4817
2161 1960 9741
1671 1063 9562
1728 2143 2433
351 935 3730
384 1568 2351
2215 1948 5338
688 1070 3719
1722 1664 3228
263 1262 9754
1840 1063 2659
1164 1595 1615
1861 1287 2041
1858 592 6853
1202 567 1364
100 1886 7710
1815 1387 7364
1328 1594 6429
1568 250 5399
33 1411 5592
2186 1401 723
2136 1202 77
248 78 3504
65 317 9554
904 2171 6662
604 1303 9890
1758 159 4838
1764 661 894
1617 493 5081
396 1459 8866
205 861 6532
611 652 7391
1991 1901 5452
1729 1815 5251
344 379 9127
374 1196 6971
257 790 4866
1462 2058 2753
401 1535 3084
2010 1749 5831
386 1981 6261
271 1399 497
1313 308 7805
1087 713 4951
1208 1697 2188
216 1102 1034
828 1306 7008
425 742 8123
1546 68 8911
1943 1351 7131
1105 2065 405
1877 20 285
1611 1696 2128
1596 41 5312
1372 1353 2322
154 729 5967
1036 1275 943
430 851 549
669 272 6388
273 1946 6619
1448 1046 6273
1584 1926 1093
1824 1910 4508
1332 1787 2571
506 1472 3157
1598 1323 7332
600 685 3020
315 1104 143
14 1282 493
1850 1189 9279
1100 1966 1989
195 450 693
612 1837 2396
432 1132 9917
1563 800 1271
829 996 5948
1279 1267 8297
2090 2155 4598
1304 407 1356
1938 2090 8041
1922 1535 6999
1223 1646 3385
2048 710 5464
643 605 4483
2117 1238 3462
1046 287 4260
1626 1516 5737
124 594 9714
462 1691 7507
129 1046 3060
1822 1020 5312
2151 1247 4091
1561 942 3505
975 229 7764
872 424 6705
751 1795 3727
22 920 4634
750 1659 1418
109 1229 6293
216 1107 922
384 727 2701
685 356 2404
745 2029 2209
548 2112 8368
252 381 2221
266 932 218
1142 1153 939
1193 584 2185
429 577 2922
1147 641 5636
1559 1649 7969
2025 1896 3926
300 1382 6151
1718 2212 371
1353 1202 8125
230 1228 1620
922 2159 2433
122 1695 5669
2171 1413 8833
1285 1680 1655
1905 514 4751
1821 298 1610
252 163 6099
1022 1603 5273
828 1233 9172
955 1913 764
1885 210 9918
1954 853 344
1450 999 3110
445 845 5811
2080 1491 8013
88 1863 5557
1361 1582 3984
106 422 5421
1218 1121 8941
222 1737 193
1031 1062 5811
31 1727 6660
434 713 6485
1484 644 7499
1633 420 4877
616 228 1265
1377 680 3100
1396 223 3613
1290 2173 8989
1981 387 2773
735 68 1360
1694 310 8142
1540 582 332
491 1044 4256
1264 1446 8295
344 1359 1608
2087 1001 5472
48 1013 2051
1206 1170 7548
1571 1653 3858
245 1384 5494
1138 1037 7832
1134 272 1407
1575 579 1936
407 1540 340
1460 784 4937
136 433 7313
1562 703 9023
2122 863 7202
1617 151 469
1085 639 3555
1095 862 1030
612 565 9916
1251 1487 7734
1665 1540 3395
1067 1450 6798
1316 2118 158
2222 197 1224
1537 1900 2122
38 1888 7978
1671 215 8227
1757 1829 3020
2150 322 6524
1570 1803 795
876 1411 5123
828 1301 4849
1045 2179 8949
983 1630 7667
1070 1523 5632
1490 1649 2059
2170 1582 6021
183 1221 3714
73 1160 5300
1333 621 1861
1552 791 3888
414 100 8085
2033 81 449
1910 1348 2586
175 1741 4285
1299 235 9250
219 2217 7150
1207 776 5145
1922 1747 9025
634 2008 6730
1693 2079 2722
1410 447 9790
1380 1423 1774
9 18 2750
1514 790 7128
2145 2042 7349
149 712 1270
1846 217 5018
1479 61 5959
1220 1764 2226
63 1177 382
904 185 8903
2047 79 8611
2185 403 3107
236 58 3689
114 2057 6307
826 728 6716
591 1677 5774
1429 425 4363
376 725 9364
2150 845 1561
183 2156 7855
919 1607 8573
1675 397 9282
1841 1571 138
1951 350 9632
140 1594 6604
629 503 4491
556 907 7056
417 1770 3957
1365 1931 1713
1081 1650 3129
1562 1527 9411
1820 629 3591
1742 1398 4501
1593 1319 6422
561 338 359
1511 2109 3446
2053 1706 7339
1614 701 3704
2103 2216 403
10 2021 3780
2001 955 5058
1474 1246 8464
2 1983 1527
864 900 3267
508 2192 7902
836 2101 4868
948 1541 4688
1841 1978 280
2142 681 3945
1725 1614 8566
326 1971 1970
1931 689 321
2089 958 1603
277 1170 2868
112 184 3689
1191 1568 3497
1078 545 2891
1655 1305 7942
1003 235 3029
1597 1463 1172
273 1194 4753
361 1191 271
1816 1968 3401
1443 75 9789
909 468 2178
887 1521 2628
99 1766 7784
1042 755 7508
959 655 2824
1323 1379 5664
1646 2119 1700
828 1686 4222
482 1677 6515
91 508 7440
2070 691 4459
904 1168 2460
715 1367 1872
325 402 5651
1699 989 4295
2129 401 6565
1684 2222 7900
372 1232 3138
1745 604 7674
2019 671 8327
257 667 8653
41 1838 598
1298 1391 2459
1707 1968 464
1804 795 5446
2157 753 1839
227 558 8024
1635 612 5938
1100 71 4956
1380 191 8153
1773 925 1217
21 728 4445
1291 404 130
600 88 8146
1124 1048 150
1995 2027 7870
1308 1782 8998
248 476 1359
1833 66 9766
68 1441 2300
1173 474 686
539 226 8548
670 1124 8588
1984 2066 6523
272 1451 2155
1948 589 7915
56 1001 4575
993 2092 8673
1882 568 64
1108 753 1893
100 878 7181
2025 2207 174
1228 137 2934
723 2019 3188
1323 1260 2684
1512 1243 3249
443 234 1480
1362 1166 706
232 447 5526
1620 356 7724
34 1628 9550
2063 371 4994
939 499 6568
810 1798 881
1991 1526 9377
1252 1018 2076
2045 1380 4734
1085 294 5342
1058 109 674
1643 1363 6655
669 486 6597
206 799 5194
1812 1176 4351
2006 1876 7576
1569 221 5910
1558 1152 3451
1550 1833 5515
1364 703 552
1345 291 3347
2077 537 7336
111 943 2528
1388 621 2890
1913 2029 8888
675 727 7490
1726 1306 428
2096 1102 8250
1776 596 6136
1908 1359 9543
820 162 1022
102 1646 1242
1902 1466 42
703 1835 4158
1463 1405 9156
586 1355 4326
1920 613 2760
155 1737 8758
861 1899 1530
850 1319 9888
1969 1614 7707
289 261 1168
620 1300 921
231 332 254
2066 1601 7933
1289 1754 7509
1267 1841 4609
61 1626 7560
1156 180 6435
49 1776 2681
1124 2122 5484
873 2150 6311
99 893 1022
1520 1690 4502
1888 930 665
579 1714 8479
1368 1499 8774
1423 553 6110
458 756 3914
1690 1409 9797
1833 418 6267
1147 1460 4176
948 919 6963
1034 1177 7844
364 1649 5553
1114 532 4595
1459 1647 8824
445 1165 8130
859 1638 8670
696 906 424
90 1205 2266
1866 445 3240
1257 623 2521
123 1076 849
27 1241 7317
1196 1864 6232
444 386 314
2056 1230 5671
40 1890 3105
1613 322 4719
510 1457 7713
1174 496 9441
1569 1658 2427
1043 2001 2098
585 1488 9885
544 1913 9640
51 856 5815
166 342 9790
782 161 4020
2151 1292 2046
1977 128 2477
1373 312 7488
1517 2137 6257
2019 1150 8471
1011 1262 4485
1972 1447 2876
2204 830 1589
879 330 4200
558 1198 6136
206 1795 8913
1849 656 9525
1649 1101 7187
1103 62 2236
457 2018 6337
1588 1717 7893
873 519 5788
574 815 3588
1568 1789 9063
1326 335 7367
865 32 4973
125 700 730
1936 1912 2139
2133 1022 4972
761 1739 8574
1675 601 6099
1176 1915 23
2137 1225 6205
1233 1091 7880
1767 217 8277
2189 489 1316
1583 1726 845
1454 914 9520
1741 154 751
1181 480 151
156 524 5381
1227 118 9576
2000 330 3566
85 154 8925
1574 1041 917
1831 1076 1176
1112 678 3839
571 807 9599
681 940 3131
301 732 3811
1418 508 5742
1371 282 8743
715 1215 3690
591 85 2446
2092 756 4785
1217 1747 9305
1051 1201 802
1470 668 9444
1999 893 6954
1024 1268 8854
981 1753 7103
222 648 2364
1801 654 7248
220 81 5330
1938 2105 2408
1667 699 1699
2153 1533 3248
2170 84 2109
939 882 7453
684 615 5965
2155 970 4462
1389 567 6343
460 1340 6341
1654 72 9823
974 838 9930
1895 229 3109
701 1928 8618
201 1724 5328
606 2122 3065
1812 698 6009
555 432 5243
1385 787 8341
2056 43 6841
853 1736 4038
1395 1843 7237
1341 1866 6611
515 1256 424
313 1682 4457
1196 1038 7670
156 1950 1526
944 560 8811
2096 2023 1148
629 1437 5158
1208 138 8904
971 591 7246
2075 1432 2365
355 285 2091
348 2100 7141
1594 1483 5428
888 957 8949
427 1522 4721
368 597 996
1791 27 7588
723 866 3771
828 950 1723
990 1480 4167
785 775 2726
345 56 1598
1001 123 2530
2072 1385 1531
998 1041 4738
1421 1102 793
960 1380 8752
531 1708 8387
1684 827 3100
583 396 5754
1003 1697 4817
213 374 3542
2034 1923 2934
1721 1778 7780
1176 1189 2462
1261 1815 944
563 606 3577
1096 347 2091
1889 813 8574
1118 285 4462
2137 1010 9337
67 1617 2982
1228 13 3330
1508 572 3707
1719 918 1036
795 422 6135
1031 1155 9284
1561 1149 3022
1962 352 2175
546 2065 1983
1825 1781 7909
51 691 7662
1212 1691 7934
192 843 7013
830 2015 1689
2050 1728 7366
984 1151 8982
2090 2124 2669
679 883 1080
981 244 1802
681 365 2433
88 616 8206
1967 1678 7242
922 353 2035
2019 507 6069
1075 772 3237
2053 712 6423
1656 1441 7151
1785 169 4753
606 310 7741
342 1405 7426
226 1280 1673
1887 700 9805
801 1973 2840
1682 1973 8345
2122 1809 8655
1274 1217 6613
989 154 4544
1941 29 7203
